isbn,bid
9780062355928,20764815
9780698190832,27285236
9781400063840,6323821
9780062297686,23434009
9780553498394,24904752
9781594204234,17208457
9781439114087,23492830
9780062368430,23735067
9780061758225,10145317
9780062310781,18012219
9781101885338,29808761
9780345535696,16054645
9780525427995,23591092
9780525952763,11720382
9781451635089,12293756
9780373779680,26071569
9780547273426,6318217
9781421585642,25783832
9780312383350,9719614
9781466867505,25671861
9780385348454,18050094
9780316346931,28118555
9780698197732,28208252
9781420133875,23450106
9780061972652,10137949
9780698185357,22905580
9781451668933,18044398
9781421579658,23492376
9781459292529,29654096
9780345505750,17910538
9780399155048,2052978
9780812996494,27876488
9780345543868,22747204
9780698185364,24041757
9780399155994,6225208
9780062073204,16065445
9780062320131,23460947
9781421564616,25784126
9781439138335,21412360
9781455568871,29214732
9780316099660,9503336
9780062336583,18738882
9781250061133,22895688
9780061864537,10255477
9780698159815,22872584
9780385346627,17162389
9781941393574,23846387
9781579656232,24693031
9780062217226,16280436
9780062245366,18052996
9781632361035,25810252
9780425263150,18107951
9781585428816,9759351
9780307269997,6892870
9780316211222,16131072
9781419993183,18523711
9780316314961,27065236
9781451647068,16130110
9780060852573,6433752
9781623367084,26114571
9780062442550,27064428
9780307378415,17345190
9781459292406,29515257
9781476793740,22609257
9780765323989,15795127
9781476717173,26385320
9780061751943,10131596
9781455591886,27247515
9781459256477,18761615
9780385536837,15796863
9781101545928,11532779
9780399157882,17707528
9781429938372,12525149
9781449471927,25205331
9780698186170,24848346
9781416563228,8762500
9780062220752,15818396
9780446583176,11357141
9780758212726,6225116
9781460315064,17944051
9781101548042,12083150
9781451665161,13259975
9781459244375,13722810
9781501111129,27221494
9780525427919,21413808
9780307272409,6261277
9781937856410,16308747
9780316314688,26795575
9780399554131,26192512
9781594204111,13588394
9780345507181,6912361
9780770435622,12926432
9780545658485,24612597
9780698185906,30109713
9780307408877,28686819
9780061957895,10599805
9780802119285,7046083
9780425263914,13596809
9780553896923,11193265
9781421539645,9267091
9781429949033,12858903
9780670026456,16158552
9781101983799,25065522
9780804136754,18077874
9780446564373,10808010
9781101476543,9608958
9780385413053,6135237
A00B00DFNF98W,
9781451643114,10081131
9780060852023,2068676
9780399171949,20821202
9780451473103,25489480
9780553447446,25852626
9781455512171,12540891
9781455546343,17368386
9781250029942,22719550
9781101636428,19148864
9780553807134,2983562
9780399167065,19486412
9781476746104,26385325
9780762789740,22940314
9780770436148,13330488
9780399160578,24875357
9781497640191,
9780553808032,17797381
A00B00TCQPCN8,
9781460332955,21887710
9781439166239,6878296
9781416570868,3609537
9780307407672,7112675
9781595141880,2813153
9781400067657,25387654
A00B00A7KRWUY,
9780316185394,13528359
9780698411326,30323148
9781460313121,17778537
9781501116971,25152052
9780062199027,17331318
9781466854215,20891694
9781423131984,7852774
9780802194756,16047291
9780525426592,24941288
9781443433099,18583165
9781609806989,25938003
9781101606308,17417267
9780062311603,18012222
9780307352149,8520610
9780385352871,23209924
9780399175756,24693620
9780316250818,18774020
9780871407337,20665583
9781476791463,25040077
9781628720266,23228039
9781101621196,18813715
9780778329831,9747109
9781945034015,
9780062235183,15810664
9781594747137,18283019
9780316221252,13521564
9781501104428,23361086
9780345530561,12831569
9780399155710,6006715
9781250095909,25909163
9780061871702,10348080
9780062429063,25250077
9781101625132,18378906
9781439192566,7912007
9780345545947,18929965
9781101622766,18379198
9780767932110,7154028
9780393041651,2079538
9780385738767,10193699
9780316089517,7134201
9780425270790,17412099
9780385535304,15786792
9781451687545,27220808
9781605292885,9151181
9780440246299,9525330
9781451648539,11084145
9780060837389,5941079
9780525952633,12926694
9781476754475,21558901
9780345524386,10038036
9780446564502,12099899
9781481443227,27248631
9780399168154,26025983
9781442497023,18049017
A00B00AQ3K8IU,
9780375425134,2502504
9780312369729,4590265
9780525953500,22571540
9780698407978,29617098
9781420106343,9434034
9780767922951,7871739
9780446573641,7907803
9781250020550,23941375
9780062111111,25816640
9781459237766,18640186
9781101996980,25194192
9780345521248,10435532
9780803741713,20821299
9780982618486,12117197
9780385344326,10627168
A00B00RSL6G2K,
9780553391824,30152021
9780515149487,9606441
9780307408853,12602377
9781586489120,13237705
9780785193203,26030857
9780525951926,7907680
9781101964873,25810098
A00B013CW2LMW,
9781101544389,11518143
9780385535649,15797150
9780062430618,25817734
9780765312945,2920001
9780062291400,18090150
A00B008NGFLPC,
9780767929233,7095572
9780399158681,15815342
9781501104015,25434355
9781565126565,7793172
9780385343220,17393646
9781460331187,20974986
9781460334577,22153757
9780312600846,9307670
9780312367992,2539672
9781622664764,20517588
9781616200817,10638804
9781101618752,23411980
9780062385321,23019295
9780062194770,23718660
9780062134707,18730147
9780345544025,20754959
9781632362520,26067705
9780385352123,24013720
9780803736801,13337050
9781599909394,15713917
9780345528872,13533655
9781421582634,25111301
9781439184493,16130377
9781416586289,6366437
A00B00UIPVOMK,
9780399155390,3755222
9780061752841,10160069
9781476762623,23492673
9781938127250,27244240
9780553805543,6780920
9780770435639,13531384
9781455529537,23346197
9781250038821,17287009
9780848746391,24396962
9780805096668,13538641
9781101632048,22774737
9781455561780,26245850
9780307408860,22551730
9781250020536,20442480
9781419940491,13566041
9780062276100,17860192
9780345544926,18816603
9781455586486,29882309
9781594202278,6452798
9781401946647,22944113
9781250027702,19286628
9780670024858,17465453
9781451681765,13537618
9781250050397,20518880
9780385386234,26150567
9780316034388,7981504
9780345538819,15981533
9780316225885,25010281
9780805096675,13538645
9780385353304,20170404
9780312651619,11568630
9780399164422,16299341
9780440335160,6980755
9780399156427,6680818
9780679604105,9415059
9780062311238,18635117
9781455586424,25067011
9781421565286,25111313
9781101614648,13411699
9780345505712,12022496
9781501126123,25434341
9781476726090,16102242
9780312380786,9296438
9780399167454,24875378
9780451463784,8315340
9781250000972,12160906
9780812993875,22027380
9780062075826,22500564
9781101883068,25893420
9781416569749,6641801
9780312567453,6791610
9780062385956,25362277
9780316334525,23341607
9781476757803,23014006
9780307452436,8144072
9780525955092,26109394
9781451697384,21913812
9780441016389,2903736
9780062271600,18090112
9780385523998,4597394
9780765326362,17332218
9780446510301,3401640
9781401324254,11432116
9781101543559,11524463
9781616204860,23164784
9781510700512,
9780393247220,25621137
9780385540612,25147580
9780316122252,9456379
9780307986962,15796711
9780698154506,23411333
9780316213059,24205214
9780825305870,6250711
9781429942515,13513570
9781621573784,24694051
9780307888877,13151428
9781250025975,15794135
9780425280188,27065483
9781455585120,26245874
9780425270196,24611822
9780525954545,18693918
9780316072625,6979897
9780316280167,18296403
9780307962812,14760745
9780071816953,17079749
9781451628180,12275907
9780778318293,24944821
9780385532730,10372392
9780545443234,16072750
9780449818411,25614093
9780373211579,25785357
9780316261128,26795569
9781627793964,22929755
9780062045034,11995710
9780525951056,3675828
9781455515998,23507689
9781101612491,20914038
9781101544433,11532140
9780345529725,12184123
9781565125902,7701833
9780446579933,3063499
9780374299040,6670347
9780062190413,22752699
9780316327961,26245065
9781442426702,18051352
9780545522304,26796320
9780385535311,16113444
9780062066190,11273239
9780446554961,7122034
9780062389435,25817386
9781101635889,18660713
9780756408091,24453021
9781250020000,17255564
9780062444288,25817892
9780316071741,7038087
9781416533184,6654118
9781250048233,23014646
9780553907537,9325465
9780062133410,16065515
9780778317883,23604470
9780062407368,25817481
9781101612422,16300469
9780385530002,13530752
9780345495143,3931902
9780062320070,18707908
9781455581139,20455342
9780143038412,19501
9780312583729,9875493
9780062318497,22308717
9781481443203,26143722
9780316285063,26245038
9781594634673,27209486
9781927459713,25525645
9780316209557,12476914
9781250112521,28260226
9780312663155,8676995
9780062398109,23361218
9781451626094,17837719
9781400069835,13330422
9781101875551,25614298
9781481488006,29632243
9780399161643,13593539
9781420127171,22750006
9780062342867,26155798
9780345508980,2919938
9781492600978,19155234
9781609580834,16231153
9781451650082,13544577
9781119163794,26723866
9780735220911,29941166
9781250022066,19561922
9781609827885,
9781439170915,10632190
9780062096265,11508408
9780399256066,23846031
9780718018719,26371008
9781937608491,28696777
9781420127959,16560649
9781937856397,16308746
9780385532723,9593833
9780515155433,23604317
9780399154188,3128819
9780316248679,17333794
9780345545374,16141918
9780062392176,26074181
9781101965498,25734003
9780670025596,16054217
9780062311146,22836630
9780316097529,13521299
9780316125680,16147252
9780061230943,2277444
9780307279460,9791
9781476767321,23492671
9780062235831,24465560
9780804178747,20263040
9780758258571,12351871
9780670024780,18079776
9780062417428,24805746
9781416550778,6290885
9781476777092,25784438
9781402284328,
9780786036585,24869543
9780812994872,17620761
9780385338301,3013700
9780062417367,26115806
9780804177863,18111978
A00B00W6BY24Q,
9781590204597,9435127
9780062194916,16117930
9780698407107,30222399
9780061231421,6287290
9781455518371,13526026
9780316018746,3188186
9780345509147,6879289
9781101554289,12421968
9780553904246,7069710
9780062392190,26072578
9780385341639,2702704
9780061801235,10208884
9780312358341,10762469
9781400065677,20819685
9780316069489,7936809
9780446573009,13523060
9780062235800,19367128
9781481443364,24885636
A00B00C2GEJT8,
9780802192080,29877586
9780698188198,28129208
9781414368184,18228202
9781632361264,25571554
9780374288907,10906009
9780345545855,17411703
9781607065968,14744381
9780307272300,6652906
9780062297679,26244512
9780316340045,23507507
9780385528078,10365343
9781460345795,
9780399158414,11428806
9781599951195,7333096
9780316406895,23657459
9780316199896,15788746
9780316053495,11516299
9780307961105,17162350
9780345515483,7202831
9780399155802,5586254
9780316206815,12484075
9781619634459,25490592
9780062196699,13426120
9780307887467,12875690
9781451647020,13547581
9781501129087,25814115
9780440246312,17728480
9781250086891,27280378
9781455599509,18170518
9780374203054,10964693
9780316154697,15790837
9781476732329,16172476
9781510703186,
9781101517062,11523279
9780399156236,6658779
9780451465276,21457243
9781409046431,16559794
9780307957931,12264624
9780345539472,16071767
9780142420898,11736995
9781400064588,12246300
9780062105936,11218056
9781402233753,7862772
9780399155482,3492020
9780812981605,18594642
9781420134940,23526239
9781501135934,27274313
9780307454546,5291539
9781101010914,7885910
9781420134971,21851339
9780679604891,10577332
9781484724941,
9780525953609,13586741
9780062073167,16248078
9780545504928,24612623
9781476728209,21412317
9780544107717,18222724
A00B0044UHV9U,
9780307276827,40084
9780698154117,
9780316406994,22675863
9780062218339,17349190
9781250034472,18525074
9781439170281,9058599
9781460320891,18443000
9780399157479,10840307
9780062114044,18651942
9780399156199,6903357
9780698179967,25746469
9781101637197,18264426
9781632361158,25489282
9781455525935,27465981
9780312341817,2356639
9780812988413,25614715
9781476717777,22716194
9780345531025,23256095
9780804177900,25430654
9780399157844,10616556
9780804140867,22926606
9781250072979,25663634
9780446573054,15842230
9781594747151,18283020
9780062267917,18053019
9780399176760,25194147
9781429952934,13166457
9780345530592,12925663
9781101624913,18660275
9781476794174,27221667
9781770462243,25666072
9780399255373,16101018
9781599952659,7008202
9780316256575,25066556
9780062309532,20525617
9780385350402,17471121
9780989435109,
9781400067558,11869272
9780373774593,7702619
9780761187486,25810691
9780345542885,17908462
9780307593498,8755555
9780062409867,28595038
9780525429074,25614522
9780061963438,7606304
9780698157156,22939523
9780786745876,8573882
9781400069590,16085517
9780385532921,17262206
9780062380968,25743153
9780698144095,22397800
9780525954187,18693669
9780062134677,16248144
9781439101070,7125012
9780440245117,9774658
9780698161474,26579923
9781616205539,26720582
9780062280701,18602341
9781250007049,23245586
9780345546937,29618466
9781484711163,30195831
9780062194862,15738359
9780316055437,17333223
9780062377180,22535533
9781421582696,25074597
9780385537926,17883726
9780679644385,13531627
9781466826274,18049557
9780698152045,25026542
9780060548957,24331115
9780061160882,7264206
9781421579177,22716174
9781594205118,16158577
9780062338310,23261542
9781616082260,10359253
9780385536882,13584222
9780345539847,18966806
9780698185395,24501910
9780385753081,20890023
9781466850880,25659126
9781439169216,10648049
9781101606599,18776745
9781421585147,25814042
9781591846703,18114198
9781466870031,25667215
9780345516862,8108782
9780062324542,26115774
9781455527847,17333850
9780553391800,23568174
9780759525788,9971253
9780316068048,1656001
9781484726853,23507760
9780446580854,23197346
9781501105296,23492536
9780812993257,22551809
9781439115305,3905023
9780061792809,7159006
9781942835004,
9780698186163,28817172
9780385537605,23463183
9781510703711,
9780679644132,17263038
9781401310998,27843037
9780778325505,2449962
9781101618042,22537293
9780812992984,25937923
9781585429356,17707532
9780316338837,25746700
9780698140301,25717804
9780441018192,6587387
9781400067121,9500416
9781460330517,23222132
9780062059956,13101915
9780061952241,7340187
9780062438324,25817796
9780062325143,20828370
9780062098092,13425384
9781250083975,25332090
9781101580424,13615783
9781455533862,25319219
9781416550402,2957183
9781451649949,18775652
9780525952831,12849320
9780451469687,24453092
9780385350280,13320466
9780312587536,12393699
9780307264237,3009435
A00B0052U59F4,
9781484737842,25862127
9780451474704,23009402
9780758234896,6957009
A00B01CF9YVSA,
9780316079914,12499290
9780062237491,18599714
9780316346627,2612
A00B00UKLMFUC,
9780345548412,18340066
9780062238412,15820544
9781416593409,6571967
9780062101983,12174670
9780345513335,7141451
9781401216672,2233549
9780553392937,23568175
9780307263995,8584686
9780062381637,23434061
9780804141239,22544758
9781484728222,25319258
9780062242730,16065679
9780451239358,13570854
9780385533928,10021420
9780553535648,25893582
9780143118701,8738284
9780698408319,28800402
9781101983805,27395790
9780515154122,26236979
9781476756127,27274440
9780399157424,9408417
9781459294141,29882338
9780345548382,18142348
9781451626148,13545218
9780399176128,25631596
9780425259689,23604324
9780307960504,18142526
9780786965113,18050140
9780765322722,6072318
9780698191822,29372598
9780684872988,10112793
9780670022700,10962326
9781250028655,16002030
9780316097444,13528317
9780553391664,25733922
9781451628708,15802849
9780316378239,25064563
9781481423366,25785775
9781466840959,24467095
9781416549994,5568007
9780307781765,10528233
9781451673289,18144074
A00B00OVG6HFG,
9780451233165,8492319
9780765332004,12040447
A00B00ZAQP6FI,
9780451224507,3706168
9781586175009,9488716
9781484706275,28044076
9781594202711,9328314
9780985547387,
9780345511539,23616557
9780312546564,7200351
9781101536872,11299180
9780307887863,13330837
9780545741668,24612599
9781101615003,21845577
9780385349949,16071764
9781451650105,24917345
9781595230676,9403549
9781441200006,7345553
9780399588648,27405142
A00B00VNAB1MW,
9780553522310,27190613
9781626921641,23310808
9780698193277,25187801
9781476706122,15803037
9780345509222,12039498
9780399161483,15755201
9781101903452,23995415
9781101605950,18119836
9780061981364,7862457
9780062199218,18052914
9780399158308,11890813
9780767928472,7017447
9780062349026,23739508
9780062278234,23131088
9781101637753,22575574
9781439127704,12410640
9780316210683,13526169
9780385539432,25387351
9780345495136,2821680
9780385530262,7989831
A00B0052VUNHC,
9781466802636,13538448
9781451687477,20821619
9781612309484,
9780062238863,15818671
9781476743974,18950038
9780515154290,22749996
9780525952022,8853981
9781476735610,17348508
9780062316097,20839196
9780393081572,13615414
9781501101588,27274490
9780679456803,2217682
9781476727660,16130097
9781476728766,26335142
9781940218090,
9780385504225,6411961
9781426214660,23995433
9781592858491,7015403
9780307795298,11623004
9780312611606,7607974
9780307587848,16386301
9780062435156,25489951
9781101965160,25852863
9780446533423,3216451
9780345549198,23164911
9780425274866,25725759
A00B0065B0ONQ,
A00B00JG8FMT6,
9781451642223,12603675
9781943893034,26783784
9780805082166,3902077
9780399160301,25614492
9780316018760,4250503
9780316376099,26312344
9781250020529,18404275
9781429949620,18049581
9780544217621,17912475
9780553391701,25387119
9780385354042,21855259
9780553392715,23012480
9780062000125,11194701
9781451647051,16130311
9781476767314,22546489
9781476706412,15802985
9781455554577,26384758
9781481449359,25785649
9781439180969,8682579
9780812994261,18282998
9780425252864,15808816
9781451677874,13260309
9781630350147,20535657
9780739328248,3587779
9780316193474,13520559
9780399157059,8662018
9780698148635,21538585
9780062202628,17331326
9780345531599,13573318
9780345539755,25472748
9780061982460,10539367
9781616201258,17086097
9780525428084,27209431
9780061797767,10166173
9781429985352,10189762
9780399155161,2833172
9781421571508,18774919
9781101966914,28814928
9780679645115,13531213
9781439184400,16130272
9781401324810,20454547
9780062276162,24723229
9780957111615,13424272
9780800759490,89375
9780399156243,6542645
9780316227186,16131403
9781476775951,18870141
9780062225061,20604350
9781455576647,17368273
9781451638066,12269981
9780375414961,6413210
9781939529220,17347751
9781311167606,29569157
9780307985989,13414591
9780399157561,13708346
9780062101020,12645624
9780316018722,2671290
9780425245538,11733024
9780547939414,23719442
9781101146057,9440116
9780062265449,18599745
9781416597889,4016794
9780061784804,16065538
9780316349932,25735012
9780345545961,25241477
9780812994865,16113737
9781939457318,22530039
9781939962010,21730988
9781400068265,22318513
A00B0071XO8RA,
9780007279753,12268914
9781310232152,25645958
9780345505736,15796976
9780778317586,24944833
9780440338789,6985665
9781589794214,8014886
9781451686593,15802821
9781101515167,11187258
9780670025442,16158546
9781459247901,16613259
9781616559465,25489247
9781452126999,22484277
9781476763538,18318607
9781451629200,11416086
9781442493377,23497890
A00B00A45PY8E,
9780316314954,26859880
9780061959165,7029635
9781414336275,22798864
9780345522863,12069434
9781451681734,13158800
9781476717159,23481124
9781118799949,18227637
9781250096944,28116678
9780385526265,10335318
A00B005C50KA8,
9781588369253,7445626
9781401937294,15042924
9781594486296,22299380
9781439136614,6952534
9780399159893,16158519
9781101517680,16342869
9780062359094,26116473
9780525954828,26150770
9781401324025,7776678
9780871404428,25622889
9781466845268,18779198
9781594488016,9378733
9780991379620,
9780399157684,13093001
9780062267405,18498559
9781451661507,16130291
9780778318880,27220717
9781101873984,28503833
9781476745008,18143982
9780345543127,21530229
9781455515936,25744892
9780765329066,18490707
9780804139038,18340095
9780307718983,17704494
9780345546920,26192467
9780316199865,14781177
9780312380755,7078265
9781101608531,15761358
9780440339144,7884578
9781416594888,3281277
9780802195142,12442623
9781588363527,7298188
9780425232200,6588662
9780062270535,22895322
9781420131079,24869645
9780670023516,13001178
9781401257538,25241718
9780547054841,3015764
9780345541376,18297295
9780373789177,25722020
9780062194909,13622864
9781455517138,18453226
9780698180918,29432989
9780345543141,22747202
9781101621202,17720310
9780316385176,23612539
9781101600207,16599123
A00B00HERLSLC,
9781466890404,25664321
9780345544858,22059478
9780451464156,10629334
